City_ID,City,Lat,Lng,Current Description,Max Temp,Humidity,Cloudiness,Wind Speed,Country
451,Mangrol,21.1167,70.1167,clear sky,68.74,73,1,3.69,IN
452,Banjarmasin,-3.3244,114.591,light rain,77.14,94,100,3.13,ID
453,Bairiki,1.3292,172.9752,few clouds,82.4,83,20,8.05,KI
454,Verkhnevilyuysk,63.4453,120.3167,overcast clouds,-14.96,90,99,5.01,RU
455,Ndjole,-0.1783,10.7649,light rain,77.95,90,99,3.27,GA
456,Ibra,22.6906,58.5334,clear sky,62.47,59,3,10.0,OM
457,De-Kastri,51.4667,140.7833,broken clouds,-10.95,99,60,7.11,RU
458,Yar-Sale,66.8333,70.8333,overcast clouds,-7.85,90,100,13.82,RU
459,Iquique,-20.2208,-70.1431,few clouds,73.44,68,11,7.49,CL
460,Flores,16.9226,-89.8994,clear sky,86.14,52,4,3.56,GT
461,Hirara,24.8,125.2833,overcast clouds,66.96,73,99,22.26,JP
462,Kiunga,-6.1219,141.2906,overcast clouds,72.46,97,100,2.15,PG
463,Zalantun,48.0,122.7167,few clouds,-2.74,92,11,4.29,CN
464,Boende,-0.2167,20.8667,overcast clouds,75.69,63,86,1.83,CD
465,Moses Lake,47.1301,-119.2781,overcast clouds,26.96,80,100,0.0,US
466,Skibbereen,51.55,-9.2667,moderate rain,40.8,66,59,30.11,IE
467,Tual,-5.6667,132.75,overcast clouds,83.05,78,95,16.06,ID
468,Alexandria,31.2156,29.9553,scattered clouds,57.74,77,40,4.61,EG
469,Bajil,15.0584,43.2851,scattered clouds,78.13,72,29,2.73,YE
470,Bonga,7.2833,36.2333,broken clouds,60.19,89,66,2.04,ET
471,Turbat,26.0023,63.044,clear sky,56.98,54,0,24.74,PK
472,Dwarka,22.2394,68.9678,clear sky,69.75,72,0,2.64,IN
473,Fuyang,32.9,115.8167,overcast clouds,37.27,80,100,5.26,CN
474,Bedford,52.1346,-0.4663,broken clouds,44.74,91,72,15.64,GB
475,Algiers,36.7525,3.042,scattered clouds,44.42,93,40,4.61,DZ
476,Atasu,48.6814,71.6433,broken clouds,11.61,93,79,2.37,KZ
477,Anito,12.4497,125.2886,overcast clouds,76.33,90,100,9.42,PH
478,Tabas,33.5959,56.9244,clear sky,43.07,48,0,4.54,IR
479,Yaviza,8.1537,-77.6931,overcast clouds,82.9,72,95,4.38,PA
480,Umm Lajj,25.0213,37.2685,overcast clouds,74.23,49,99,5.44,SA
481,Whithorn,18.2604,-78.0378,clear sky,81.45,55,0,1.59,JM
482,Belen,36.4891,36.2233,broken clouds,46.13,88,70,5.75,TR
483,Impfondo,1.6381,18.0667,broken clouds,76.06,57,54,2.91,CG
484,Flin Flon,54.7682,-101.865,scattered clouds,-14.08,85,48,8.1,CA
485,Kahama,-3.8333,32.6,scattered clouds,65.03,89,43,2.73,TZ
486,Mumford,5.2618,-0.759,clear sky,81.14,81,0,8.55,GH
487,Lengshuijiang,27.6881,111.4294,overcast clouds,39.11,95,100,2.35,CN
488,Salamiyah,35.0113,37.0532,overcast clouds,52.57,72,85,5.3,SY
489,Arman,59.7,150.1667,clear sky,3.22,82,2,11.16,RU
490,Mitu,1.1983,-70.1733,overcast clouds,84.74,56,98,1.34,CO
491,Cherskiy,68.75,161.3,overcast clouds,-9.69,98,100,5.08,RU
492,Kishorganj,24.4333,90.7667,clear sky,62.8,60,1,4.68,BD
493,Seoul,37.5683,126.9778,clear sky,17.2,76,0,2.3,KR
494,Esperance,-33.8667,121.9,clear sky,60.64,87,4,10.16,AU
495,Qasigiannguit,68.8193,-51.1922,overcast clouds,25.05,94,100,11.21,GL
496,Mount Gambier,-37.8333,140.7667,mist,60.71,100,100,9.22,AU
497,Kaitangata,-46.2817,169.8464,broken clouds,55.92,74,62,9.82,NZ
498,Maneadero,31.7167,-116.5667,scattered clouds,75.18,77,38,1.99,MX
499,Santa Maria,-29.6842,-53.8069,clear sky,81.7,42,0,14.97,BR
500,Rio Gallegos,-51.6226,-69.2181,few clouds,77.05,25,20,29.93,AR
501,Garzon,2.1959,-75.6278,overcast clouds,77.95,67,95,1.74,CO
502,Santa Cruz,-17.8,-63.1667,scattered clouds,93.25,46,40,3.44,BO
503,Karratha,-20.7377,116.8463,overcast clouds,83.44,74,95,13.78,AU
504,Mahon,39.8885,4.2658,scattered clouds,46.96,57,40,10.36,ES
505,Luanda,-8.8368,13.2343,few clouds,77.0,94,20,4.61,AO
506,Launceston,-41.45,147.1667,heavy intensity rain,67.6,92,75,1.01,AU
507,Nanakuli,21.3906,-158.1547,clear sky,78.75,69,0,4.61,US
508,Mankapur,27.0333,82.2333,overcast clouds,59.52,70,100,5.08,IN
509,Opatija,45.3392,14.3083,broken clouds,47.08,66,70,11.34,HR
510,Erzin,36.9559,36.2,scattered clouds,54.12,80,46,5.14,TR
511,Puerto Del Rosario,28.5004,-13.8627,scattered clouds,64.15,77,40,18.41,ES
512,Agirish,61.9247,63.0231,overcast clouds,-0.36,91,100,11.1,RU
513,Huarmey,-10.0681,-78.1522,few clouds,74.28,76,20,10.22,PE
514,Southbridge,42.0751,-72.0334,broken clouds,36.32,56,53,3.0,US
515,Port Pirie,-33.1833,138.0167,overcast clouds,60.89,72,99,13.38,AU
516,Olga,43.7444,135.2892,clear sky,4.21,64,1,9.15,RU
517,Lumut,4.2323,100.6298,scattered clouds,75.56,94,40,0.0,MY
518,Tupik,54.4253,119.9327,broken clouds,-12.75,99,56,1.74,RU
519,Golyshmanovo,56.3979,68.3728,overcast clouds,14.77,96,100,9.64,RU
520,Qianan,44.9932,124.0581,clear sky,1.67,88,5,8.03,CN
521,Ahipara,-35.1667,173.1667,scattered clouds,72.43,65,37,7.34,NZ
522,Izumo,35.3667,132.7667,overcast clouds,40.95,76,100,5.01,JP
523,Mount Isa,-20.7333,139.5,clear sky,73.17,25,7,8.05,AU
524,Kouqian,43.6391,126.4578,clear sky,1.63,87,5,5.19,CN
525,Iqaluit,63.7506,-68.5145,overcast clouds,-22.2,90,98,12.15,CA
526,Nirgua,10.1553,-68.5663,few clouds,78.66,43,17,3.31,VE
527,Asau,46.4333,26.4,broken clouds,36.75,95,84,5.1,RO
528,Tyret Pervaya,53.6703,102.3106,overcast clouds,8.89,97,100,4.68,RU
529,Mehamn,71.0357,27.8492,few clouds,28.31,67,20,8.05,NO
530,Ngunguru,-35.6167,174.5,scattered clouds,73.17,83,44,10.02,NZ
531,Viisoara,46.55,23.9167,overcast clouds,38.8,93,100,3.0,RO
532,Chilliwack,49.1747,-121.9443,overcast clouds,41.94,97,100,3.87,CA
533,Yerofey Pavlovich,53.9667,121.9667,overcast clouds,-10.19,99,92,2.04,RU
534,Tiarei,-17.5333,-149.3333,light rain,86.0,73,23,12.37,PF
535,Joensuu,62.6012,29.7632,overcast clouds,7.29,85,100,10.36,FI
536,Opuwo,-18.0607,13.84,clear sky,68.76,31,10,9.15,NA
537,San Carlos De Bariloche,-41.1456,-71.3082,thunderstorm,85.75,21,40,19.57,AR
538,Jumla,29.2747,82.1838,broken clouds,30.72,92,81,5.64,NP
539,Taylor,32.3001,-99.8337,clear sky,36.54,45,0,7.0,US
540,Panguna,-6.3164,155.4848,light rain,70.36,94,100,1.3,PG
541,Cerkezkoy,41.285,28.0003,clear sky,54.21,87,0,10.36,TR
542,Chegdomyn,51.1167,133.0167,few clouds,-31.22,100,20,1.77,RU
543,Naryan-Mar,67.6713,53.087,overcast clouds,6.31,88,100,10.2,RU
544,Shemordan,56.1856,50.3972,light snow,24.62,97,100,8.48,RU
545,Makaha,21.4694,-158.2175,broken clouds,78.71,73,75,4.61,US
546,Aasiaat,68.7098,-52.8699,overcast clouds,18.39,80,100,14.25,GL
547,Suntar,62.1444,117.6319,light snow,-1.01,98,100,3.4,RU
548,Pangai,-19.8,-174.35,few clouds,82.51,78,20,6.91,TO
549,Krasnaya Gorka,55.1962,56.6673,snow,26.1,96,100,15.35,RU
550,Rehoboth,-23.3167,17.0833,clear sky,72.48,17,0,3.09,NA
551,Namibe,-15.1961,12.1522,overcast clouds,69.58,81,100,5.48,AO
552,Cidreira,-30.1811,-50.2056,scattered clouds,71.74,65,28,12.53,BR
553,Shingu,33.7333,135.9833,clear sky,44.91,83,10,7.4,JP
554,Fasa,28.9383,53.6482,clear sky,34.84,75,0,4.61,IR
555,Fare,-16.7,-151.0167,scattered clouds,81.66,71,25,10.47,PF
556,Anadyr,64.75,177.4833,clear sky,19.9,79,0,8.95,RU
557,Honningsvag,70.9821,25.9704,broken clouds,13.53,47,84,11.27,NO
558,Giulianova,42.7612,13.9537,overcast clouds,48.18,74,100,8.97,IT
559,Celestun,20.8667,-90.4,few clouds,80.2,65,12,9.01,MX
560,Astoria,46.1879,-123.8313,moderate rain,52.02,97,100,15.99,US
561,Myszkow,50.5752,19.3246,broken clouds,29.5,92,66,8.01,PL
562,Calbuco,-41.768,-73.1273,clear sky,69.01,79,0,13.91,CL
563,Semey,50.4111,80.2275,mist,17.82,86,100,0.0,KZ
564,Los Llanos De Aridane,28.6585,-17.9182,scattered clouds,60.55,85,40,1.99,ES
565,Bollnas,61.3482,16.3946,clear sky,14.4,90,6,4.38,SE
566,Goderich,43.7501,-81.7165,light snow,23.04,87,100,13.82,CA
567,Qingdao,36.0986,120.3719,fog,20.8,93,100,2.24,CN
568,Mnogovershinnyy,53.9353,139.9242,few clouds,-15.23,83,14,4.83,RU
569,Sayyan,15.1718,44.3244,broken clouds,51.57,64,61,3.71,YE
570,Uren,57.4552,45.7852,overcast clouds,8.67,100,91,3.94,RU
571,Wladyslawowo,54.7909,18.4009,clear sky,28.94,53,8,15.41,PL
572,Acari,-15.4311,-74.6158,overcast clouds,78.71,67,100,9.17,PE
573,Orange Cove,36.6244,-119.3137,clear sky,61.61,63,0,4.03,US
574,Gornopravdinsk,60.05,69.9,broken clouds,-6.56,95,76,8.32,RU
575,Bolobo,-2.1667,16.2333,overcast clouds,78.93,64,100,1.61,CD
576,Limoeiro Do Ajuru,-1.8953,-49.3806,broken clouds,79.11,86,75,5.64,BR
577,Hambantota,6.1241,81.1185,broken clouds,76.42,86,72,12.88,LK
578,Rocha,-34.4833,-54.3333,clear sky,72.59,47,0,12.84,UY
579,Shitkino,56.3703,98.3543,overcast clouds,6.96,98,97,3.0,RU
580,Wajir,1.7471,40.0573,overcast clouds,85.5,45,97,11.72,KE
581,Artvin,41.1667,41.8333,few clouds,43.88,74,18,5.82,TR
582,Marawi,7.9986,124.2928,overcast clouds,65.64,97,86,2.04,PH
583,Chapais,49.7834,-74.8492,clear sky,-1.62,91,7,6.6,CA
584,Port Blair,11.6667,92.75,scattered clouds,78.31,78,31,8.63,IN
585,Mutoko,-17.397,32.2268,light rain,64.62,93,100,1.57,ZW
586,Abha,18.2164,42.5053,clear sky,53.42,82,0,4.61,SA
587,El Vigia,8.6219,-71.6506,overcast clouds,85.42,56,86,3.0,VE
588,Ixtapa,20.7,-105.2,clear sky,78.03,65,0,9.22,MX
589,Shahr-E Kord,32.3256,50.8644,clear sky,19.17,73,0,2.3,IR
590,Udachnyy,66.4167,112.4,overcast clouds,-11.56,83,100,4.63,RU
591,Poroshkovo,48.6683,22.7533,overcast clouds,34.45,73,100,6.87,UA
592,Paragominas,-2.9667,-47.4833,overcast clouds,77.09,83,98,0.04,BR
593,Broken Hill,-31.95,141.4333,clear sky,62.31,72,0,10.36,AU
594,El Monte,34.0686,-118.0276,clear sky,80.37,39,0,4.61,US
595,Port Said,31.2565,32.2841,scattered clouds,60.78,88,40,3.44,EG
596,Grindavik,63.8424,-22.4338,broken clouds,37.87,81,75,18.41,IS
597,Pierre,44.3683,-100.351,scattered clouds,2.86,61,40,1.01,US
598,Waingapu,-9.6567,120.2641,moderate rain,78.67,80,100,5.12,ID
599,Bondoukou,8.0333,-2.8,broken clouds,80.15,22,76,3.18,CI
600,Saraland,30.8207,-88.0706,few clouds,75.13,81,16,9.51,US
601,Meulaboh,4.1363,96.1285,overcast clouds,76.23,90,100,5.19,ID
602,Natal,-5.795,-35.2094,few clouds,83.05,78,20,12.66,BR
603,Luba,3.4568,8.5547,broken clouds,82.45,79,67,10.45,GQ
604,Sivaki,52.6333,126.75,light snow,-2.16,98,100,0.4,RU
605,Balykshi,47.0667,51.8667,mist,35.6,100,40,13.42,KZ
606,Sal Rei,16.1833,-22.9167,overcast clouds,72.16,68,100,20.31,CV
607,Traverse City,44.7631,-85.6206,overcast clouds,16.95,78,100,6.91,US
608,Atar,20.5169,-13.0499,broken clouds,64.6,28,71,8.81,MR
609,Saint-Pierre,-21.3393,55.4781,clear sky,76.68,86,0,8.05,RE
610,Lazaro Cardenas,17.9583,-102.2,broken clouds,81.1,65,70,9.42,MX
611,Breytovo,58.2993,37.8617,overcast clouds,27.21,90,98,13.04,RU
612,Funadhoo,6.15,73.2667,broken clouds,80.78,75,77,9.08,MV
613,Englewood,39.6478,-104.9878,snow,52.23,59,75,1.01,US
614,Narodychi,51.2029,29.0823,overcast clouds,34.14,74,87,15.5,UA
615,Kachug,53.9606,105.8817,overcast clouds,1.44,98,98,2.13,RU
616,Ust-Maya,60.4167,134.5333,overcast clouds,-34.85,98,100,2.04,RU
617,Kushmurun,52.4503,64.6311,overcast clouds,29.35,95,100,13.6,KZ
618,Lewisporte,49.2499,-55.0482,overcast clouds,45.14,83,100,14.56,CA
619,Perth,-31.9333,115.8333,clear sky,71.78,58,0,6.91,AU
620,San Miguelito,9.0333,-79.5,scattered clouds,87.89,57,40,1.01,PA
621,Gladstone,-23.85,151.25,overcast clouds,78.73,83,100,2.3,AU
622,Monamon,16.8833,120.8833,scattered clouds,47.46,95,46,2.33,PH
623,Carutapera,-1.195,-46.02,light rain,78.06,87,95,7.54,BR
624,Bouca,6.5105,18.2733,overcast clouds,76.5,32,97,2.95,CF
625,Kurchum,48.5722,83.6542,overcast clouds,18.41,93,100,0.98,KZ
626,Cockburn Town,21.4612,-71.1419,clear sky,79.09,71,4,13.8,TC
627,Zhanakorgan,43.9098,67.2495,overcast clouds,34.02,98,100,3.74,KZ
628,Belgrade,44.804,20.4651,clear sky,37.06,85,0,1.01,RS
629,Sao Joao Da Barra,-21.6403,-41.0511,moderate rain,80.69,92,100,9.15,BR
630,Deputatskiy,69.3,139.9,broken clouds,-25.94,92,79,0.98,RU
631,Kieta,-6.2167,155.6333,light rain,78.22,88,98,1.25,PG
632,Sola,-13.8833,167.55,overcast clouds,81.88,74,100,13.47,VU
633,Praya,14.9215,-23.5087,broken clouds,73.94,68,75,19.57,CV
634,Tura,25.5198,90.2201,clear sky,57.16,69,2,3.38,IN
635,Raudeberg,61.9875,5.1352,overcast clouds,34.47,74,99,11.99,NO
636,Magadan,59.5667,150.8,clear sky,7.5,69,0,10.94,RU
637,Nadvoitsy,63.8667,34.3167,overcast clouds,9.95,95,100,7.87,RU
638,Thurso,58.5927,-3.5259,overcast clouds,40.95,97,98,13.11,GB
639,Ventspils,57.3894,21.5606,broken clouds,30.13,69,75,14.97,LV
640,Pinahat,26.8839,78.3781,broken clouds,57.06,98,65,6.33,IN
641,Ossora,59.2353,163.0719,clear sky,7.09,83,2,7.63,RU
642,Erenhot,43.6475,111.9767,few clouds,13.5,47,21,5.26,CN
643,Benalla,-36.55,145.9833,light rain,70.14,90,100,7.94,AU
644,Havelock,34.8791,-76.9013,overcast clouds,57.06,60,100,1.99,US
645,Santa Helena,-2.2311,-45.3,overcast clouds,77.49,85,96,4.83,BR
646,Japura,-0.3167,102.35,overcast clouds,73.15,97,100,1.43,ID
647,Ayolas,-27.4,-56.9,clear sky,92.25,28,0,8.99,PY
648,Luziania,-16.2525,-47.9503,light rain,78.49,86,93,4.16,BR
649,Tomatlan,19.9333,-105.25,clear sky,85.21,43,0,8.88,MX
650,Kihei,20.785,-156.4656,few clouds,80.96,75,20,8.05,US
651,Tamandare,-8.7597,-35.1047,clear sky,79.99,78,9,10.13,BR
652,Tulun,54.5611,100.5792,light snow,15.37,97,100,3.44,RU
653,Lisakovsk,52.5369,62.4936,overcast clouds,17.37,94,100,12.66,KZ
654,Ambunti,-4.2365,142.8448,overcast clouds,73.33,100,100,0.58,PG
655,Zhicheng,30.2956,111.5047,overcast clouds,41.4,78,99,2.82,CN
656,Myitkyina,25.3833,97.4,clear sky,54.01,72,6,2.44,MM
657,Oktyabrskiy,54.4815,53.471,light snow,32.13,96,100,18.68,RU
658,Lichinga,-13.3128,35.2406,overcast clouds,63.5,93,100,2.93,MZ
659,Progreso,21.2833,-89.6667,clear sky,86.11,58,9,10.4,MX
660,Jacqueville,5.2052,-4.4146,broken clouds,82.31,81,72,10.18,CI
661,Jiwani,25.05,61.7417,clear sky,63.82,56,0,17.87,PK
662,Mackenzie,55.2999,-123.1698,overcast clouds,-15.34,94,100,4.61,CA
663,Yaan,7.3833,8.5667,few clouds,85.05,23,11,3.83,NG
664,Jalu,29.0331,21.5482,clear sky,59.38,42,0,0.6,LY
665,Agde,43.3108,3.4758,clear sky,41.45,62,0,1.99,FR
666,Laurel,39.0993,-76.8483,clear sky,42.39,48,0,3.0,US
667,Kloulklubed,7.0419,134.2556,broken clouds,75.7,75,69,7.31,PW
668,Mabaruma,8.2,-59.7833,overcast clouds,76.98,81,95,5.48,GY
669,Mogadishu,2.0371,45.3438,overcast clouds,78.46,86,89,18.79,SO
670,Pirgos,35.1167,25.7178,overcast clouds,60.62,68,100,9.84,GR
671,Zyryanka,65.75,150.85,overcast clouds,-24.09,98,100,5.06,RU
672,Bend,44.0582,-121.3153,clear sky,49.86,76,0,3.0,US
673,Port Macquarie,-31.4333,152.9167,broken clouds,75.09,94,75,14.97,AU
674,Marzuq,14.4,46.4667,few clouds,63.45,52,16,1.86,YE
675,Tailai,46.3833,123.4,clear sky,-5.12,100,9,3.65,CN
676,Kaeo,-35.1,173.7833,clear sky,73.33,78,4,5.26,NZ
677,Rundu,-17.9333,19.7667,overcast clouds,71.35,74,100,4.76,NA
678,Riosucio,5.4216,-75.7032,overcast clouds,70.23,86,98,2.66,CO
679,Mahanoro,-19.9,48.8,moderate rain,74.03,95,100,3.53,MG
680,Mikuni,36.2171,136.1519,overcast clouds,37.31,62,100,16.28,JP
681,Kokoda,-8.8785,147.7407,moderate rain,74.7,93,100,2.95,PG
