City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed
272,Husavik,IS,2021-12-28 17:40:56,66.0449,-17.3389,30.11,91,100,25.55
273,Sangar,RU,2021-12-28 17:40:56,63.9242,127.4739,-53.66,99,50,1.99
274,Komsomolskiy,UZ,2021-12-28 17:40:57,40.4272,71.7189,29.62,80,0,4.61
275,Inhambane,MZ,2021-12-28 17:41:57,-23.865,35.3833,82.38,94,40,13.8
276,Saint-Joseph,RE,2021-12-28 17:41:57,-21.3667,55.6167,75.58,82,91,15.52
277,Katangli,RU,2021-12-28 17:41:58,51.7102,143.2326,-19.82,96,54,9.22
278,Tucuman,AR,2021-12-28 17:39:28,-26.8241,-65.2226,71.6,88,75,5.75
279,Pumiao,CN,2021-12-28 17:41:58,22.75,108.4833,46.8,67,100,3.53
280,Diplo,PK,2021-12-28 17:41:59,24.4667,69.584,69.64,38,0,13.18
281,Kloulklubed,PW,2021-12-28 17:41:59,7.0419,134.2556,79.3,81,98,16.13
282,Mpika,ZM,2021-12-28 17:42:00,-11.8343,31.4529,76.71,30,93,5.97
283,Akyab,MM,2021-12-28 17:42:00,20.15,92.9,68.22,64,1,4.99
284,Itacoatiara,BR,2021-12-28 17:42:00,-3.1431,-58.4442,87.06,65,97,4.32
285,Coquimbo,CL,2021-12-28 17:42:01,-29.9533,-71.3436,67.73,72,90,10.36
286,Kemptville,CA,2021-12-28 17:37:09,45.0168,-75.641,36.1,86,95,9.22
287,Dauriya,RU,2021-12-28 17:42:01,49.9333,116.8667,-15.52,100,17,3.49
288,Itarema,BR,2021-12-28 17:42:02,-2.9248,-39.9167,86.79,62,70,18.03
289,Kavieng,PG,2021-12-28 17:42:02,-2.5744,150.7967,81.55,74,66,2.35
290,Iquitos,PE,2021-12-28 17:42:02,-3.7481,-73.2472,87.84,70,40,10.36
291,Dunedin,NZ,2021-12-28 17:42:03,-45.8742,170.5036,53.8,73,100,6.93
292,Kisangani,CD,2021-12-28 17:42:03,0.5167,25.2,71.15,95,94,1.77
293,Ola,RU,2021-12-28 17:42:03,59.5833,151.2833,-9.9,77,100,13.49
294,Upernavik,GL,2021-12-28 17:42:04,72.7868,-56.1549,-5.13,68,36,3.91
295,Suleja,NG,2021-12-28 17:42:04,9.1758,7.1808,84.58,21,20,1.9
296,Luorong,CN,2021-12-28 17:42:04,24.4058,109.6086,44.62,84,100,3.51
297,Harper,LR,2021-12-28 17:42:05,4.375,-7.7169,82.06,76,75,8.48
298,Narsaq,GL,2021-12-28 17:42:05,60.9167,-46.05,19.62,58,0,6.24
299,Sibolga,ID,2021-12-28 17:42:05,1.7427,98.7792,76.14,87,100,3.83
300,Tasiilaq,GL,2021-12-28 17:42:06,65.6145,-37.6368,8.76,74,3,3.33
301,Beloha,MG,2021-12-28 17:42:06,-25.1667,45.05,79.75,67,88,2.04
302,Ambon,ID,2021-12-28 17:42:06,-3.6954,128.1814,77.14,83,40,4.61
303,Waw,SS,2021-12-28 17:42:07,7.7029,27.9953,86.07,28,49,5.06
304,Ostrovnoy,RU,2021-12-28 17:42:07,68.0531,39.5131,2.03,96,93,9.53
305,Calvia,ES,2021-12-28 17:37:52,39.5657,2.5062,61.27,65,15,5.64
306,Abeche,TD,2021-12-28 17:42:08,13.8292,20.8324,78.19,18,32,10.71
307,Flagstaff,US,2021-12-28 17:40:31,35.1981,-111.6513,30.11,89,90,1.99
308,Adrian,US,2021-12-28 17:42:09,41.8975,-84.0372,37.51,88,90,1.01
309,Tuatapere,NZ,2021-12-28 17:42:09,-46.1333,167.6833,50.83,90,100,4.0
310,Whitehorse,CA,2021-12-28 17:42:09,60.7161,-135.0538,2.17,91,75,0.0
311,Hambantota,LK,2021-12-28 17:38:37,6.1241,81.1185,74.43,79,40,12.86
312,Bathsheba,BB,2021-12-28 17:42:10,13.2167,-59.5167,86.61,58,40,18.41
313,Hanna,CA,2021-12-28 17:42:10,51.6334,-111.9018,-9.38,96,77,7.78
314,Kruisfontein,ZA,2021-12-28 17:42:11,-34.0033,24.7314,65.88,85,11,11.34
315,Lagoa,PT,2021-12-28 17:42:11,39.05,-27.9833,64.72,80,100,32.01
316,Gigmoto,PH,2021-12-28 17:42:11,13.7796,124.39,77.14,80,88,16.11
317,Nueva Loja,EC,2021-12-28 17:42:12,0.0847,-76.8828,85.48,70,75,4.61
318,Marystown,CA,2021-12-28 17:41:44,47.1666,-55.1483,37.85,100,81,8.99
319,Ozark,US,2021-12-28 17:43:12,37.0209,-93.206,55.83,96,100,1.99
320,Tilichiki,RU,2021-12-28 17:43:13,60.4667,166.1,-2.83,96,100,12.37
321,Upington,ZA,2021-12-28 17:43:13,-28.4478,21.2561,80.98,17,0,5.75
322,Arona,ES,2021-12-28 17:43:13,28.0996,-16.681,64.38,81,20,14.97
323,Eqbaliyeh,IR,2021-12-28 17:43:14,35.3022,51.5358,44.42,46,18,1.79
324,Airai,TL,2021-12-28 17:43:14,-8.9266,125.4092,60.22,85,100,2.17
325,Montrose,US,2021-12-28 17:39:49,38.4166,-108.2673,21.54,78,98,14.83
326,Pochutla,MX,2021-12-28 17:43:15,15.7432,-96.4661,88.83,35,0,8.01
327,Paramonga,PE,2021-12-28 17:43:15,-10.6667,-77.8333,73.9,74,99,10.25
328,Staroleushkovskaya,RU,2021-12-28 17:43:15,45.9906,39.7631,36.86,92,100,10.45
329,Banyo,CM,2021-12-28 17:43:16,6.75,11.8167,78.75,26,95,3.4
330,Shubarkuduk,KZ,2021-12-28 17:43:16,49.1447,56.4872,-1.66,96,48,5.39
331,Nalut,LY,2021-12-28 17:43:17,30.3333,10.85,58.17,56,0,9.62
332,Sabla,NG,2021-12-28 17:43:17,12.7525,4.7077,77.99,15,26,10.4
333,Portland,US,2021-12-28 17:39:10,45.5234,-122.6762,35.1,94,90,6.91
334,Pevek,RU,2021-12-28 17:43:18,69.7008,170.3133,-35.0,100,85,1.63
335,Juneau,US,2021-12-28 17:43:18,58.3019,-134.4197,26.22,93,75,0.0
336,Pozo Colorado,PY,2021-12-28 17:43:18,-23.4923,-58.7972,105.37,12,90,6.69
337,Dicabisagan,PH,2021-12-28 17:43:19,17.0818,122.4157,72.86,88,95,8.3
338,Emerald,AU,2021-12-28 17:43:19,-23.5333,148.1667,73.54,73,90,11.5
339,Bethel,US,2021-12-28 17:43:19,41.3712,-73.414,47.1,70,61,1.01
340,Dese,ET,2021-12-28 17:43:20,11.1333,39.6333,53.67,69,13,3.2
341,Oktyabrskiy,RU,2021-12-28 17:43:20,54.4815,53.471,-10.21,100,71,5.53
342,Dongzhen,CN,2021-12-28 17:43:20,22.3797,110.9389,55.65,81,65,3.89
343,Soyo,AO,2021-12-28 17:43:21,-6.1349,12.3689,78.85,86,100,8.34
344,Biu,NG,2021-12-28 17:43:21,10.6129,12.1946,73.2,23,18,7.31
345,Nizhniy Kuranakh,RU,2021-12-28 17:43:22,58.8353,125.4869,-16.94,98,100,3.76
346,San Cristobal,VE,2021-12-28 17:43:22,7.7669,-72.225,69.98,51,98,3.62
347,Aripuana,BR,2021-12-28 17:43:22,-9.1667,-60.6333,78.35,88,100,3.33
348,Pisco,PE,2021-12-28 17:43:22,-13.7,-76.2167,73.02,88,75,9.22
349,Roald,NO,2021-12-28 17:43:23,62.5833,6.1333,37.33,75,75,13.8
350,Punjai Puliyampatti,IN,2021-12-28 17:43:23,11.35,77.2,72.64,72,9,0.65
351,Tezu,IN,2021-12-28 17:43:23,27.9167,96.1667,58.12,46,90,4.09
352,Necochea,AR,2021-12-28 17:43:24,-38.5473,-58.7368,78.04,52,0,15.3
353,Pontes E Lacerda,BR,2021-12-28 17:43:24,-15.2261,-59.3353,87.98,65,65,1.7
354,Hasaki,JP,2021-12-28 17:43:25,35.7333,140.8333,28.8,43,42,4.27
355,Richards Bay,ZA,2021-12-28 17:43:25,-28.783,32.0377,71.37,82,11,10.33
356,Belmopan,BZ,2021-12-28 17:43:25,17.25,-88.7667,83.48,60,56,6.91
357,Ponta Delgada,PT,2021-12-28 17:43:26,37.7333,-25.6667,68.5,88,75,24.16
358,Sitio Novo Do Tocantins,BR,2021-12-28 17:43:26,-5.5183,-47.4611,80.53,89,40,4.61
359,Lingao,CN,2021-12-28 17:43:26,19.9103,109.6859,64.72,92,100,11.54
360,Rosetta,EG,2021-12-28 17:43:27,31.4044,30.4164,58.82,66,12,10.0
361,Pirmasens,DE,2021-12-28 17:43:27,49.2015,7.6053,47.59,80,66,17.76
362,Cairns,AU,2021-12-28 17:43:28,-16.9167,145.7667,76.06,100,75,0.0
363,Papara,BR,2021-12-28 17:43:28,-3.9839,-38.7273,86.4,42,71,12.86
364,Mayna,RU,2021-12-28 17:44:29,54.1135,47.6231,-3.91,99,54,4.56
365,Aklavik,CA,2021-12-28 17:44:29,68.2191,-135.0107,-23.12,100,96,1.81
366,Laguna,US,2021-12-28 17:44:29,38.421,-121.4238,43.45,86,90,1.99
367,Kilindoni,TZ,2021-12-28 17:44:30,-7.9139,39.6668,81.77,76,93,9.55
368,Lavrentiya,RU,2021-12-28 17:44:30,65.5833,-171.0,-0.06,94,100,21.36
369,Te Anau,NZ,2021-12-28 17:44:31,-45.4167,167.7167,48.06,89,100,1.43
370,Kahului,US,2021-12-28 17:44:31,20.8947,-156.47,73.85,79,20,16.11
371,Chimalpa,MX,2021-12-28 17:44:31,19.4333,-99.35,57.79,48,0,2.77
372,San Benito,US,2021-12-28 17:44:32,36.6166,-121.0844,34.86,88,100,1.7
373,Reyes,BO,2021-12-28 17:44:32,-14.3167,-67.3833,95.16,59,75,0.0
374,Snezhnogorsk,RU,2021-12-28 17:44:32,69.1933,33.2531,1.18,100,99,7.2
375,Luancheng,CN,2021-12-28 17:44:33,37.8792,114.6517,28.56,45,0,6.76
376,San Jose,US,2021-12-28 17:44:08,37.3394,-121.895,45.81,85,90,4.61
377,Batagay-Alyta,RU,2021-12-28 17:44:33,67.8006,130.4114,-20.56,98,96,5.17
378,Sitka,US,2021-12-28 17:44:33,57.0531,-135.33,31.89,80,75,4.61
379,Mount Isa,AU,2021-12-28 17:44:34,-20.7333,139.5,76.77,69,100,4.61
380,Condado,CU,2021-12-28 17:44:34,21.8767,-79.8403,82.56,47,0,8.52
381,Yuanping,CN,2021-12-28 17:44:34,38.7153,112.7575,20.35,25,0,9.01
382,Catuday,PH,2021-12-28 17:44:35,16.2923,119.8062,74.43,70,27,12.91
383,Lata,PT,2021-12-28 17:44:35,40.1629,-8.3327,61.92,95,38,3.33
384,Namibe,AO,2021-12-28 17:44:35,-15.1961,12.1522,70.54,70,47,7.9
385,Talnakh,RU,2021-12-28 17:44:36,69.4865,88.3972,9.21,81,98,9.26
386,Hobyo,SO,2021-12-28 17:44:36,5.3505,48.5268,77.81,69,55,15.52
387,Valdivia,CL,2021-12-28 17:44:36,-39.8142,-73.2459,80.69,31,96,5.19
388,Waipawa,NZ,2021-12-28 17:44:37,-41.4122,175.5153,56.44,89,100,9.35
389,Port Hedland,AU,2021-12-28 17:44:37,-20.3167,118.5667,86.05,62,61,10.36
390,Cockburn Town,TC,2021-12-28 17:44:37,21.4612,-71.1419,78.08,76,65,14.16
391,Kaeo,NZ,2021-12-28 17:44:38,-35.1,173.7833,66.33,94,100,8.46
392,Bandarbeyla,SO,2021-12-28 17:44:38,9.4942,50.8122,76.42,67,45,15.01
393,Qovlar,AZ,2021-12-28 17:44:39,40.948,45.735,36.45,52,35,3.74
394,San Alberto,CO,2021-12-28 17:44:39,7.7611,-73.3922,84.96,74,100,3.71
395,Suntar,RU,2021-12-28 17:44:40,62.1444,117.6319,-25.17,100,99,3.02
396,Severo-Yeniseyskiy,RU,2021-12-28 17:44:40,60.3725,93.0408,2.23,96,100,4.09
397,Merrill,US,2021-12-28 17:43:17,45.1805,-89.6835,16.75,79,90,4.61
398,Arkhangelsk,RU,2021-12-28 17:44:40,64.5401,40.5433,8.71,92,90,4.47
399,Khash,IR,2021-12-28 17:44:41,28.2211,61.2158,44.13,37,5,4.09
400,Krasnyy Yar,RU,2021-12-28 17:44:41,46.5331,48.3456,28.33,89,100,11.45
401,Tucuma,BR,2021-12-28 17:44:41,-0.1833,-50.05,85.64,66,60,7.27
402,Olafsvik,IS,2021-12-28 17:44:42,64.8945,-23.7142,31.5,95,96,29.55
403,Yerbogachen,RU,2021-12-28 17:44:42,61.2767,108.0108,-9.87,97,100,5.23
404,Keti Bandar,PK,2021-12-28 17:44:42,24.1447,67.4497,69.06,44,0,12.21
405,Langenburg,DE,2021-12-28 17:44:43,49.2544,9.8458,45.5,90,75,13.8
406,Atocha,BO,2021-12-28 17:44:43,-20.9333,-66.2333,57.42,49,83,4.99
407,Plettenberg Bay,ZA,2021-12-28 17:44:44,-34.0527,23.3716,63.18,82,54,5.53
408,Blythe,US,2021-12-28 17:44:44,33.6103,-114.5964,55.04,44,28,18.25
409,Saint-Pierre,RE,2021-12-28 17:44:44,-21.3393,55.4781,76.68,83,0,18.41
410,Nanakuli,US,2021-12-28 17:45:45,21.3906,-158.1547,73.45,75,1,4.61
411,Saldanha,ZA,2021-12-28 17:45:45,-33.0117,17.9442,68.05,73,96,10.29
412,Sentjur,SI,2021-12-28 17:45:45,46.2172,15.3975,43.68,91,99,3.06
413,Chifeng,CN,2021-12-28 17:45:46,42.2683,118.9636,15.53,36,34,6.64
414,Atbasar,KZ,2021-12-28 17:45:46,51.8,68.3333,20.46,96,99,8.16
415,Waingapu,ID,2021-12-28 17:45:46,-9.6567,120.2641,78.4,85,81,7.16
416,Mount Gambier,AU,2021-12-28 17:45:47,-37.8333,140.7667,48.11,100,1,9.22
417,Mpwapwa,TZ,2021-12-28 17:45:47,-6.35,36.4833,70.54,79,94,3.74
418,Bridlington,GB,2021-12-28 17:41:00,54.0831,-0.1919,50.18,90,100,19.13
419,Hermiston,US,2021-12-28 17:45:48,45.8404,-119.2895,32.11,86,90,16.11
420,Danielskuil,ZA,2021-12-28 17:45:48,-28.1887,23.5395,67.1,31,60,9.66
421,Huangmei,CN,2021-12-28 17:45:48,30.1924,116.025,39.88,68,75,4.92
422,Basco,PH,2021-12-28 17:45:48,20.4487,121.9702,73.78,69,81,19.24
423,San Quintin,MX,2021-12-28 17:45:49,30.4833,-115.95,57.42,75,100,8.68
424,Ambatofinandrahana,MG,2021-12-28 17:45:49,-20.55,46.8,65.97,89,98,2.46
425,Byron Bay,AU,2021-12-28 17:45:49,-28.65,153.6167,65.88,77,98,11.61
426,Limbang,MY,2021-12-28 17:45:50,4.75,115.0,75.51,97,100,1.86
427,Andra,RU,2021-12-28 17:45:50,62.5147,65.8878,-21.78,100,76,4.05
428,Kitgum,UG,2021-12-28 17:45:51,3.2783,32.8867,82.72,34,96,8.32
429,Zhovkva,UA,2021-12-28 17:45:51,50.0583,23.9726,25.81,88,90,13.67
430,Cherepovets,RU,2021-12-28 17:45:06,59.1333,37.9,10.22,85,75,8.95
431,Pangnirtung,CA,2021-12-28 17:45:51,66.1451,-65.7125,1.4,78,20,0.0
432,Arman,RU,2021-12-28 17:45:52,59.7,150.1667,-9.38,78,99,12.26
433,Faya,SA,2021-12-28 17:45:52,18.3851,42.4509,57.31,79,7,6.06
434,Mbandaka,CD,2021-12-28 17:45:53,0.0487,18.2603,71.26,94,55,4.16
435,Acapulco,MX,2021-12-28 17:43:01,16.8634,-99.8901,84.02,58,40,0.0
436,Haines Junction,CA,2021-12-28 17:45:53,60.7522,-137.5108,10.35,92,100,0.0
437,Joigny,FR,2021-12-28 17:45:54,47.9829,3.401,51.82,82,49,18.92
438,Kathmandu,NP,2021-12-28 17:42:21,27.7167,85.3167,50.22,87,75,3.44
439,Bonavista,CA,2021-12-28 17:45:54,48.6499,-53.1147,34.12,89,100,30.65
440,Harnosand,SE,2021-12-28 17:45:55,62.6323,17.9379,32.0,97,100,15.77
441,Kota Belud,MY,2021-12-28 17:45:55,6.351,116.4305,75.06,89,99,5.61
442,Mairana,BO,2021-12-28 17:45:56,-18.1167,-63.9333,71.24,62,72,1.39
443,Leningradskiy,RU,2021-12-28 17:45:56,69.3833,178.4167,-26.03,98,93,3.33
444,Sisophon,KH,2021-12-28 17:45:57,13.5859,102.9737,74.14,67,97,8.88
445,Bilibino,RU,2021-12-28 17:45:57,68.0546,166.4372,-21.37,92,100,7.74
446,Lompoc,US,2021-12-28 17:45:58,34.6391,-120.4579,54.57,88,20,4.61
447,Masuguru,TZ,2021-12-28 17:45:58,-11.3667,38.4167,87.3,41,88,10.49
448,Sabha,LY,2021-12-28 17:45:58,27.0377,14.4283,61.7,35,0,8.93
449,Clarence Town,AU,2021-12-28 17:45:59,-32.5833,151.7833,61.95,92,98,2.28
450,Ewa Beach,US,2021-12-28 17:45:59,21.3156,-158.0072,73.44,73,1,5.01
451,Oranjestad,AW,2021-12-28 17:46:00,12.524,-70.027,84.9,65,20,5.99
452,Santa Fe,AR,2021-12-28 17:45:00,-31.6333,-60.7,103.98,14,90,3.0
453,Solwezi,ZM,2021-12-28 17:47:00,-12.1688,26.3894,68.2,69,50,3.51
454,Gumdag,TM,2021-12-28 17:47:01,39.2061,54.5906,38.34,64,83,10.69
455,Sikasso,ML,2021-12-28 17:47:01,10.9167,-7.0,87.93,13,70,4.43
456,Atherton,GB,2021-12-28 17:47:01,53.5237,-2.4935,48.29,92,100,1.99
457,Porto Nacional,BR,2021-12-28 17:47:02,-10.7081,-48.4172,86.0,78,94,4.99
458,Jakarta,ID,2021-12-28 17:47:02,-6.2146,106.8451,82.53,94,100,7.14
459,Sturlic,BA,2021-12-28 17:47:03,45.0639,15.7781,36.1,91,96,2.44
460,Ascension,US,2021-12-28 17:47:03,30.2169,-90.9001,80.6,76,90,18.41
461,Bitam,GA,2021-12-28 17:47:04,2.076,11.5007,70.9,92,97,2.68
462,Decatur,US,2021-12-28 17:45:00,39.8403,-88.9548,39.74,100,90,17.27
463,Avera,US,2021-12-28 17:47:04,33.194,-82.5271,74.93,69,71,13.35
464,Dzilam Gonzalez,MX,2021-12-28 17:47:05,21.2833,-88.9333,88.7,46,1,9.35
465,Fairbanks,US,2021-12-28 17:45:04,64.8378,-147.7164,19.36,89,90,0.0
466,Bollnas,SE,2021-12-28 17:47:05,61.3482,16.3946,26.38,98,100,1.79
467,Broken Hill,AU,2021-12-28 17:47:06,-31.95,141.4333,74.91,41,13,11.5
468,Bela,IN,2021-12-28 17:47:06,25.9333,81.9833,58.35,95,100,1.99
469,Naze,JP,2021-12-28 17:47:06,28.3667,129.4833,57.85,74,97,9.1
470,Samarai,PG,2021-12-28 17:47:07,-10.6167,150.6667,81.72,78,86,5.39
471,Den Helder,NL,2021-12-28 17:47:07,52.9599,4.7593,49.98,99,90,8.99
472,Strezhevoy,RU,2021-12-28 17:47:08,60.7333,77.5889,-0.02,98,97,5.66
473,Assai,BR,2021-12-28 17:47:08,-23.3733,-50.8414,93.06,22,37,11.03
474,Half Moon Bay,US,2021-12-28 17:47:08,37.4636,-122.4286,45.86,85,75,8.05
475,Saint-Denis,FR,2021-12-28 17:47:09,48.9167,2.3333,53.15,74,90,8.01
476,Senneterre,CA,2021-12-28 17:47:09,48.3835,-77.2328,14.22,85,100,5.19
477,Bilma,NE,2021-12-28 17:47:10,18.6853,12.9164,67.57,16,0,10.65
478,Quelimane,MZ,2021-12-28 17:47:10,-17.8786,36.8883,87.75,74,20,11.5
479,Karasjok,NO,2021-12-28 17:47:10,69.4719,25.5112,1.51,100,100,2.06
480,Ramsey,US,2021-12-28 17:47:11,45.0333,-93.0835,20.37,85,90,3.0
481,Sharan,RU,2021-12-28 17:47:11,54.8167,54.0,-9.45,100,81,6.17
482,Chulucanas,PE,2021-12-28 17:47:12,-5.0925,-80.1625,87.49,43,97,6.33
483,Hamilton,US,2021-12-28 17:45:28,39.1834,-84.5333,44.11,88,90,1.99
484,Petropavlovsk-Kamchatskiy,RU,2021-12-28 17:47:12,53.0452,158.6483,1.99,92,0,6.71
485,Atar,MR,2021-12-28 17:47:13,20.5169,-13.0499,82.49,13,1,8.97
486,Palmer,US,2021-12-28 17:43:29,42.1584,-72.3287,45.72,88,73,9.57
487,Kasungu,MW,2021-12-28 17:47:13,-13.0333,33.4833,76.71,46,41,6.42
488,Damietta,EG,2021-12-28 17:47:14,31.4165,31.8133,62.49,70,20,11.14
489,Broome,US,2021-12-28 17:47:14,42.2506,-75.833,45.01,69,20,3.0
490,Ancud,CL,2021-12-28 17:47:14,-41.8697,-73.8203,71.13,64,30,8.79
491,Westport,US,2021-12-28 17:45:18,41.1415,-73.3579,48.27,69,1,1.99
492,Dombas,NO,2021-12-28 17:47:15,62.0696,9.1235,5.85,85,71,3.53
493,Tarauaca,BR,2021-12-28 17:47:15,-8.1614,-70.7656,84.16,81,94,1.92
494,Bam,IR,2021-12-28 17:47:16,29.106,58.357,50.34,28,45,3.98
495,Garowe,SO,2021-12-28 17:47:16,8.4054,48.4845,71.24,61,43,15.61
496,Madaoua,NE,2021-12-28 17:47:17,14.073,5.96,72.97,13,8,10.09
497,Gore,NZ,2021-12-28 17:47:17,-46.1028,168.9436,50.23,97,100,2.21
498,Noormarkku,FI,2021-12-28 17:47:17,61.5927,21.8685,26.38,86,0,14.97
499,Ahuimanu,US,2021-12-28 17:48:17,21.4447,-157.8378,74.91,73,40,3.0
500,Kazerun,IR,2021-12-28 17:48:18,29.6195,51.6541,53.31,30,34,1.45
501,Constitucion,CL,2021-12-28 17:48:18,-35.3333,-72.4167,69.03,71,71,8.01
502,Susanville,US,2021-12-28 17:48:19,40.4163,-120.653,28.65,79,90,0.0
503,Ruwi,OM,2021-12-28 17:48:19,23.5996,58.5507,71.29,61,19,3.31
504,Gornyy,RU,2021-12-28 17:48:19,55.1153,83.9059,18.79,87,100,13.65
505,Inirida,CO,2021-12-28 17:48:20,3.8653,-67.9239,91.06,55,99,1.99
506,Leshukonskoye,RU,2021-12-28 17:48:20,64.8989,45.7622,-20.92,100,59,2.57
507,Henties Bay,NA,2021-12-28 17:48:21,-22.116,14.2845,68.86,86,12,11.59
508,Greensburg,US,2021-12-28 17:44:49,40.3015,-79.5389,47.93,63,20,1.01
509,Rumphi,MW,2021-12-28 17:48:21,-11.0186,33.8575,71.92,43,15,3.85
510,Pafos,CY,2021-12-28 17:48:22,34.7667,32.4167,58.91,76,20,6.91
511,Murgab,TM,2021-12-28 17:48:22,37.4966,61.9714,40.87,56,51,9.22
512,Benghazi,LY,2021-12-28 17:48:23,32.1167,20.0667,63.97,71,89,17.4
513,Caarapo,BR,2021-12-28 17:48:23,-22.6342,-54.8222,101.53,16,61,12.08
514,Salta,AR,2021-12-28 17:46:25,-24.7859,-65.4117,80.89,57,75,4.61
515,Fort Dodge,US,2021-12-28 17:48:23,42.4975,-94.168,32.43,86,90,5.75
516,Muravlenko,RU,2021-12-28 17:48:24,63.7898,74.523,-2.61,98,85,9.24
517,Dawei,MM,2021-12-28 17:48:24,14.0833,98.2,72.48,74,2,7.34
518,Nouadhibou,MR,2021-12-28 17:48:25,20.931,-17.0347,87.78,13,0,4.61
519,Odweyne,SO,2021-12-28 17:48:25,9.4092,45.064,69.53,62,94,6.71
520,Lake Charles,US,2021-12-28 17:48:25,30.2131,-93.2044,77.22,84,90,20.71
521,Namwala,ZM,2021-12-28 17:48:26,-15.7504,26.4384,70.32,80,66,1.57
522,Kavaratti,IN,2021-12-28 17:48:26,10.5669,72.642,80.46,74,15,9.44
523,Tiquisio,CO,2021-12-28 17:48:27,8.5597,-74.2669,90.61,51,100,2.44
524,Morro Bay,US,2021-12-28 17:48:27,35.3658,-120.8499,50.2,84,96,1.01
525,New Milford,US,2021-12-28 17:46:13,40.9327,-74.0179,47.32,78,1,5.01
526,Antalaha,MG,2021-12-28 17:48:27,-14.9003,50.2788,76.33,77,87,2.48
527,Maple Valley,US,2021-12-28 17:48:28,47.3927,-122.0464,28.27,90,90,1.01
528,Lakes Entrance,AU,2021-12-28 17:48:28,-37.8811,147.981,48.16,88,46,2.8
529,Fare,PF,2021-12-28 17:48:29,-16.7,-151.0167,81.01,72,92,7.05
530,Nkhotakota,MW,2021-12-28 17:48:29,-12.9274,34.2961,81.68,59,89,2.17
531,Kihei,US,2021-12-28 17:48:29,20.785,-156.4656,73.85,79,20,16.11
532,Lahaina,US,2021-12-28 17:44:57,20.8783,-156.6825,73.81,86,95,9.73
533,Podor,MR,2021-12-28 17:48:30,16.6527,-14.9587,96.75,13,0,2.3
534,Muros,ES,2021-12-28 17:48:30,42.7762,-9.0603,63.23,86,90,15.48
535,Karaton,ID,2021-12-28 17:48:31,-6.3424,106.1045,80.96,91,100,2.89
536,Porto Novo,BJ,2021-12-28 17:45:13,6.4965,2.6036,85.82,67,88,8.88
537,Shenkursk,RU,2021-12-28 17:48:31,62.1091,42.896,6.8,95,88,5.28
538,Malakwal,PK,2021-12-28 17:48:32,32.5536,73.2123,49.89,52,0,4.7
539,Bluefield,US,2021-12-28 17:48:32,37.2698,-81.2223,64.44,81,90,1.99
540,Mporokoso,ZM,2021-12-28 17:48:32,-9.3727,30.125,65.91,79,90,1.95
541,Ponnani,IN,2021-12-28 17:48:33,10.767,75.9252,78.12,70,1,4.97
542,Saint-Junien,FR,2021-12-28 17:49:33,45.8833,0.9,56.52,97,100,12.01
543,Sorong,ID,2021-12-28 17:49:34,-0.8833,131.25,79.0,84,100,13.15
544,Guiratinga,BR,2021-12-28 17:49:34,-16.3494,-53.7583,89.46,48,22,3.47
545,Khalkhal,IR,2021-12-28 17:49:34,37.6189,48.5258,26.1,68,7,1.95
